name,city,rating,review_count,address,phone,url
Taqueria Los Cuernos,San Francisco,4.5,133,"6286 Mission St Daly City, CA 94014",+14158595791,https://www.yelp.com/biz/taqueria-los-cuernos-daly-city?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Qué Chulada Mexican Restaurant,San Francisco,4.5,133,"5850 Geary Blvd San Francisco, CA 94121",+14157026433,https://www.yelp.com/biz/qu%C3%A9-chulada-mexican-restaurant-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria Gonzalez,San Francisco,4.2,93,"2531 San Bruno Ave San Francisco, CA 94134",+14154684293,https://www.yelp.com/biz/taqueria-gonzalez-san-francisco-4?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Señor Sisig,San Francisco,4.1,554,"990 Valencia St San Francisco, CA 94110",+18557474455,https://www.yelp.com/biz/se%C3%B1or-sisig-san-francisco-9?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
The City Taqueria,San Francisco,3.8,403,"1836 Divisadero St San Francisco, CA 94115",+14153463515,https://www.yelp.com/biz/the-city-taqueria-san-francisco-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Underdogs Tres,San Francisco,4.0,2287,"1224 9th Ave San Francisco, CA 94122",+14155668700,https://www.yelp.com/biz/underdogs-tres-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El  Farolito Taqueria,San Francisco,4.0,771,"394 Grand Ave South  San Francisco, CA 94080",+16507370138,https://www.yelp.com/biz/el-farolito-taqueria-south-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Caliente Bistro Kitchen,San Francisco,4.8,324,"4828 Geary Blvd San Francisco, CA 94118",+14153796250,https://www.yelp.com/biz/caliente-bistro-kitchen-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cenote,San Francisco,4.4,84,"99 Pine St San Francisco, CA 94111",+14159326713,https://www.yelp.com/biz/cenote-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria Guadalajara,San Francisco,3.7,384,"3146 24th St San Francisco, CA 94110",+14156424892,https://www.yelp.com/biz/taqueria-guadalajara-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Farolito,San Francisco,4.0,1017,"2950 24th St San Francisco, CA 94110",+14156410758,https://www.yelp.com/biz/el-farolito-san-francisco-4?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Oaxaqueña,San Francisco,4.0,607,"2128 Mission St San Francisco, CA 94110",+14156215446,https://www.yelp.com/biz/la-oaxaque%C3%B1a-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Manitas Cafe,San Francisco,4.5,205,"2078 Hayes St San Francisco, CA 94117",+14152135566,https://www.yelp.com/biz/manitas-cafe-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Street Taco,San Francisco,4.2,754,"1607 Haight St San Francisco, CA 94117",+14155254435,https://www.yelp.com/biz/street-taco-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Papalote Mexican Grill,San Francisco,3.4,1482,"1777 Fulton St San Francisco, CA 94117",+14157760106,https://www.yelp.com/biz/papalote-mexican-grill-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Papalote Mexican Grill,San Francisco,3.7,2354,"3409 24th St San Francisco, CA 94110",+14159708815,https://www.yelp.com/biz/papalote-mexican-grill-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Zona Rosa Mexican Grill,San Francisco,4.6,48,"2337 Market St San Francisco, CA 94114",,https://www.yelp.com/biz/zona-rosa-mexican-grill-san-francisco?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria Dos Charros,San Francisco,3.7,327,"55 Cambon Dr San Francisco, CA 94132",+14153346075,https://www.yelp.com/biz/taqueria-dos-charros-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Burrito Loco,San Francisco,3.7,218,"850 Ulloa St San Francisco, CA 94127",+14156654677,https://www.yelp.com/biz/burrito-loco-san-francisco-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cabo Bob's Burritos,Austin,4.5,568,"2828 Rio Grande St Austin, TX 78705",+15124321112,https://www.yelp.com/biz/cabo-bobs-burritos-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Asado's Taqueria,Austin,4.7,57,"6726 Burnet Rd Austin, TX 78757",+15122983972,https://www.yelp.com/biz/asados-taqueria-austin-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Burrito Factory,Austin,4.6,170,"2025 Guadalupe St Ste 244 Austin, TX 78705",+15122275060,https://www.yelp.com/biz/burrito-factory-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cabo Bob's Burritos,Austin,4.3,993,"500 E Ben White Blvd Ste D100 Austin, TX 78704",+15124321111,https://www.yelp.com/biz/cabo-bobs-burritos-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Bummer Burrito,Austin,4.2,53,"3220 Manor Rd Austin, TX 78723",+15123053133,https://www.yelp.com/biz/bummer-burrito-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria 10 de 10,Austin,4.7,170,"206 Trinity St Ste 110 Austin, TX 78701",,https://www.yelp.com/biz/taqueria-10-de-10-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cabo Bob’s Burritos,Austin,4.3,186,"13429 N US Hwy 183 Ste 100 Austin, TX 78750",+15124321114,https://www.yelp.com/biz/cabo-bob-s-burritos-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Super Burrito at the Water Tank,Austin,4.1,171,"7309 McNeil Dr Austin, TX 78729",+15127652699,https://www.yelp.com/biz/super-burrito-at-the-water-tank-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cabo Bob's Burritos,Austin,4.2,235,"7849 Shoal Creek Blvd Austin, TX 78757",+15124321113,https://www.yelp.com/biz/cabo-bobs-burritos-austin-5?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Suculenta Cocina Mexicana,Austin,4.5,24,"3225 Amy Donovan Plz Austin, TX 78758",+17372813939,https://www.yelp.com/biz/suculenta-cocina-mexicana-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Las Trancas,Austin,4.6,574,"1210 E Cesar Chavez St Austin, TX 78702",+15127018287,https://www.yelp.com/biz/las-trancas-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Cocina de Consuelo,Austin,4.2,451,"4516 Burnet Rd Austin, TX 78756",+15125244740,https://www.yelp.com/biz/la-cocina-de-consuelo-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Casita Nicole Antojitos Mexicanos,Austin,4.7,69,"110 W Slaughter Ln Austin, TX 78745",+15129098226,https://www.yelp.com/biz/casita-nicole-antojitos-mexicanos-austin-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Granny's Tacos,Austin,4.7,623,"1401 E 7th St Austin, TX 78702",+15127014000,https://www.yelp.com/biz/grannys-tacos-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Pollos Asados El Norteno,Austin,4.7,88,"6401 Fm 969 Rd unit 400 Austin, TX 78725",+15122849594,https://www.yelp.com/biz/pollos-asados-el-norteno-austin-6?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Asador,Austin,5.0,5,"9310 N Lamar Blvd Austin, TX 78753",,https://www.yelp.com/biz/el-asador-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Super Burrito on 5th,Austin,3.6,149,"817 W 5th St Austin, TX 78703",+15124438226,https://www.yelp.com/biz/super-burrito-on-5th-austin-4?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Mi Trailita Y Mas,Austin,4.8,58,"5706 Manor Rd Austin, TX 78723",+15124336044,https://www.yelp.com/biz/mi-trailita-y-mas-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Donkey’s Grilled Burritos,Austin,3.3,3,"1720 Barton Springs Rd Austin, TX 78701",,https://www.yelp.com/biz/donkey-s-grilled-burritos-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Pueblo Viejo,Austin,4.4,647,"2410 E Riverside Dr Ste H-8 Austin, TX 78741",+15123053448,https://www.yelp.com/biz/pueblo-viejo-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taco Joint,Austin,4.4,507,"2809 San Jacinto Blvd Austin, TX 78705",+15124738223,https://www.yelp.com/biz/taco-joint-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Veracruz All Natural,Austin,4.1,489,"111 E Cesar Chavez St Austin, TX 78701",+15126652713,https://www.yelp.com/biz/veracruz-all-natural-austin-14?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Veracruz All Natural,Austin,4.4,1122,"2505 Webberville Rd Austin, TX 78702",+15129811760,https://www.yelp.com/biz/veracruz-all-natural-austin-6?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Pollos Asados El norteño #2,Austin,4.5,25,"12195 Metric Blvd Austin, TX 78758",+15124296198,https://www.yelp.com/biz/pollos-asados-el-norte%C3%B1o-2-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Birrieria Mama Rosa,Austin,4.9,22,"120 E Northloop Austin, TX 78751",+15127015215,https://www.yelp.com/biz/birrieria-mama-rosa-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taquerias Arandinas,Austin,4.0,172,"700 W William Cannon Dr Austin, TX 78745",+15126937361,https://www.yelp.com/biz/taquerias-arandinas-austin-4?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Mi Ranchito,Austin,4.3,345,"817 FM-1626 Austin, TX 78652",+15122928107,https://www.yelp.com/biz/mi-ranchito-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Tacos Ricos,Austin,4.6,34,"7806 S 1st St Austin, TX 78745",,https://www.yelp.com/biz/tacos-ricos-austin-5?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Juan More Taco,Austin,4.6,19,"1516 W 5th St Austin, TX 78703",,https://www.yelp.com/biz/juan-more-taco-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Mi Sabor Oaxaqueño,Austin,4.6,15,"10601 N Lamar Blvd Austin, TX 78753",+15125274751,https://www.yelp.com/biz/mi-sabor-oaxaque%C3%B1o-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Los Pinos Jalisco,Austin,4.4,31,"6203 N Capital Of Texas Hwy Austin, TX 78731",+15122150736,https://www.yelp.com/biz/los-pinos-jalisco-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Con Madre Kitchen,Austin,4.2,361,"628 E Oltorf St Austin, TX 78704",+15125477996,https://www.yelp.com/biz/con-madre-kitchen-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Pollo Regio,Austin,4.3,151,"1725 Ohlen Rd Austin, TX 78757",,https://www.yelp.com/biz/pollo-regio-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Sabor Tapatio,Austin,4.5,153,"5708 S Congress Ave Austin, TX 78745",+15124834241,https://www.yelp.com/biz/sabor-tapatio-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Habanero Mexican Cafe,Austin,4.3,791,"501 W Oltorf St Austin, TX 78704",+15124160443,https://www.yelp.com/biz/habanero-mexican-cafe-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taqueria Morales,Austin,4.5,226,"1415 W William Cannon Austin, TX 78745",+15129064933,https://www.yelp.com/biz/taqueria-morales-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Juan In A Million,Austin,3.9,2316,"2300 E Cesar Chavez St Austin, TX 78702",+15124723872,https://www.yelp.com/biz/juan-in-a-million-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Chi'Lantro,Austin,4.1,749,"823 Congress Ave Austin, TX 78701",+15125936290,https://www.yelp.com/biz/chilantro-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
ñoños tacos,Austin,4.4,221,"102 W Powell Ln Austin, TX 78753",+15126098601,https://www.yelp.com/biz/%C3%B1o%C3%B1os-tacos-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Birrieria Lopez cabrera ,Austin,4.5,35,"2250 E Ben White Blvd Austin, TX 78741",+17372927435,https://www.yelp.com/biz/birrieria-lopez-cabrera-austin-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Pollo Rico,Austin,4.2,211,"730 W Stassney Ln Austin, TX 78745",+15124457474,https://www.yelp.com/biz/el-pollo-rico-austin-6?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Peña,Austin,4.2,54,"227 Congress Ave Austin, TX 78701",+15124776007,https://www.yelp.com/biz/la-pe%C3%B1a-austin-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Traila,Austin,4.5,53,"8143 Mesa Dr Austin, TX 78759",+15124660123,https://www.yelp.com/biz/la-traila-austin-7?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
La Parrillita,Austin,4.7,66,"10900 US Hwy 290 E Manor, TX 78653",+15124652203,https://www.yelp.com/biz/la-parrillita-manor-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Aleida’s Restaurant,Austin,4.8,276,"2011 Little Elm Trl Ste 106 Cedar Park, TX 78613",+15125512104,https://www.yelp.com/biz/aleida-s-restaurant-cedar-park?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
5000 Burnet,Austin,4.2,26,"5000 Burnet Rd Austin, TX 78756",,https://www.yelp.com/biz/5000-burnet-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Primo,Austin,4.5,295,"2101 S 1st St Austin, TX 78704",+15122275060,https://www.yelp.com/biz/el-primo-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Salsa Limón,Austin,3.9,98,"3001 Guadalupe St Austin, TX 78705",+15127167900,https://www.yelp.com/biz/salsa-lim%C3%B3n-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Taco Brother,Austin,4.7,102,"7612 Brodie Ln Austin, TX 78745",,https://www.yelp.com/biz/taco-brother-austin?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Tacodeli,Austin,3.2,174,"3600 Presidential Blvd Austin, TX 78719",+15125302242,https://www.yelp.com/biz/tacodeli-austin-12?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Electric Burrito,New York,4.3,203,"81 St Marks Pl New York, NY 10003",+16468700104,https://www.yelp.com/biz/electric-burrito-new-york?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Son del North,New York,4.1,62,"177 Orchard St New York, NY 10002",+17185212447,https://www.yelp.com/biz/son-del-north-new-york?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Super Burrito,New York,4.0,72,"320 Bedford Ave Brooklyn, NY 11249",+13475990533,https://www.yelp.com/biz/super-burrito-brooklyn-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
EL Burrito Box,New York,4.0,986,"885 9th Ave New York, NY 10019",+12124896889,https://www.yelp.com/biz/el-burrito-box-new-york?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Los Tacos No.1,New York,4.7,3257,"229 W 43rd St New York, NY 10036",+12125744696,https://www.yelp.com/biz/los-tacos-no-1-new-york-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Jalapeno taqueria,New York,4.9,19,"204 W 4th St New York, NY 10014",+13476970081,https://www.yelp.com/biz/el-jalapeno-taqueria-new-york-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Electric Burrito,New York,4.0,29,"307 W 17th St New York, NY 10011",+16463296270,https://www.yelp.com/biz/electric-burrito-new-york-2?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Nenes Taqueria,New York,4.3,125,"660 Degraw St Brooklyn, NY 11217",+19296074551,https://www.yelp.com/biz/nenes-taqueria-brooklyn?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Jo’s Taco,New York,4.9,36,"226 E 14th St New York, NY 10003",+16469984440,https://www.yelp.com/biz/jo-s-taco-new-york?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Santa Fe BK,New York,4.5,132,"178 N 8th St Brooklyn, NY 11211",+13477630279,https://www.yelp.com/biz/santa-fe-bk-brooklyn?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Cinco de Mayo,New York,4.5,17,"43 W 55th St New York, NY 10019",+12123333020,https://www.yelp.com/biz/cinco-de-mayo-new-york-6?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
El Diablito Taqueria,New York,4.3,446,"60 E 3rd St New York, NY 10003",+16466929268,https://www.yelp.com/biz/el-diablito-taqueria-new-york?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Summer Salt,New York,4.4,226,"30 East 23rd St New York, NY 10010",+12122090648,https://www.yelp.com/biz/summer-salt-new-york-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Los Tacos No. 1,New York,4.6,526,"136 Church St New York, NY 10007",,https://www.yelp.com/biz/los-tacos-no-1-new-york-5?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Super Burrito,New York,4.0,65,"190 Beach 69th St Arverne, NY 11692",+17182694560,https://www.yelp.com/biz/super-burrito-arverne?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
Sidewalk Tacos,New York,4.0,37,"Bleecker & Thompson New York, NY 10012",+16464549255,https://www.yelp.com/biz/sidewalk-tacos-new-york-3?adjust_creative=kB3jQpdiKc9lL6CIZgA-eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kB3jQpdiKc9lL6CIZgA-eA
